  1.12E-03  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.41E-03  0.00E+00  3.07E-05  5.38E-05  3.43E-04  9.40E-04  1.37E-03  2.51E-03  1.81E-03  4.23E-03  7.52E-03
  1.78E-03  2.91E-06  7.07E-05  1.41E-04  6.00E-04  1.70E-03  2.44E-03  4.74E-03  4.42E-03  8.46E-03  1.73E-02
  2.24E-03  8.74E-06  1.26E-04  4.03E-04  1.11E-03  3.00E-03  4.49E-03  7.80E-03  7.84E-03  1.63E-02  2.78E-02
  2.82E-03  2.04E-05  2.21E-04  7.46E-04  1.92E-03  5.28E-03  8.14E-03  1.56E-02  1.37E-02  2.63E-02  4.59E-02
  3.55E-03  4.23E-05  4.24E-04  1.28E-03  3.43E-03  8.72E-03  1.29E-02  2.38E-02  2.45E-02  4.23E-02  6.99E-02
  4.47E-03  8.45E-05  7.25E-04  2.23E-03  6.01E-03  1.43E-02  2.21E-02  3.61E-02  4.16E-02  6.63E-02  1.11E-01
  5.62E-03  1.24E-04  1.22E-03  3.45E-03  9.27E-03  2.21E-02  3.29E-02  5.67E-02  6.23E-02  9.30E-02  1.68E-01
  7.08E-03  1.91E-04  1.91E-03  5.40E-03  1.39E-02  3.29E-02  5.02E-02  8.20E-02  9.62E-02  1.39E-01  2.29E-01
  8.91E-03  3.04E-04  3.15E-03  8.31E-03  2.09E-02  4.90E-02  7.46E-02  1.18E-01  1.42E-01  1.87E-01  3.02E-01
  1.12E-02  4.65E-04  4.61E-03  1.24E-02  3.09E-02  7.07E-02  1.07E-01  1.63E-01  1.94E-01  2.55E-01  3.74E-01
  1.41E-02  7.71E-04  6.87E-03  1.82E-02  4.49E-02  9.72E-02  1.46E-01  2.14E-01  2.63E-01  3.40E-01  4.73E-01
  1.78E-02  1.35E-03  1.00E-02  2.67E-02  6.26E-02  1.32E-01  1.93E-01  2.73E-01  3.27E-01  4.27E-01  5.72E-01
  2.24E-02  2.24E-03  1.48E-02  3.72E-02  8.38E-02  1.73E-01  2.45E-01  3.47E-01  4.08E-01  5.08E-01  6.47E-01
  2.82E-02  3.94E-03  2.12E-02  5.11E-02  1.11E-01  2.23E-01  3.03E-01  4.25E-01  4.92E-01  5.92E-01  7.37E-01
  3.55E-02  6.96E-03  3.05E-02  6.88E-02  1.44E-01  2.79E-01  3.70E-01  5.08E-01  5.75E-01  6.65E-01  8.19E-01
  4.47E-02  1.27E-02  4.37E-02  9.23E-02  1.84E-01  3.37E-01  4.39E-01  5.84E-01  6.55E-01  7.37E-01  8.80E-01
  5.62E-02  2.29E-02  6.25E-02  1.22E-01  2.30E-01  4.00E-01  5.11E-01  6.59E-01  7.24E-01  8.07E-01  9.30E-01
  7.08E-02  4.05E-02  8.90E-02  1.59E-01  2.80E-01  4.64E-01  5.82E-01  7.24E-01  7.86E-01  8.57E-01  9.59E-01
  8.91E-02  6.80E-02  1.25E-01  2.05E-01  3.37E-01  5.27E-01  6.47E-01  7.81E-01  8.38E-01  8.96E-01  9.71E-01
  1.12E-01  1.09E-01  1.74E-01  2.62E-01  4.00E-01  5.92E-01  7.08E-01  8.28E-01  8.79E-01  9.25E-01  9.80E-01
  1.41E-01  1.66E-01  2.36E-01  3.28E-01  4.69E-01  6.54E-01  7.61E-01  8.68E-01  9.10E-01  9.48E-01  9.88E-01
  1.78E-01  2.38E-01  3.12E-01  4.03E-01  5.40E-01  7.14E-01  8.08E-01  9.01E-01  9.36E-01  9.67E-01  9.92E-01
  2.24E-01  3.26E-01  3.98E-01  4.86E-01  6.14E-01  7.73E-01  8.52E-01  9.31E-01  9.55E-01  9.78E-01  9.96E-01
  2.82E-01  4.26E-01  4.96E-01  5.76E-01  6.93E-01  8.26E-01  8.89E-01  9.53E-01  9.71E-01  9.84E-01  9.97E-01
  3.55E-01  5.36E-01  5.99E-01  6.69E-01  7.67E-01  8.74E-01  9.22E-01  9.71E-01  9.81E-01  9.90E-01  9.98E-01
  4.47E-01  6.53E-01  7.05E-01  7.64E-01  8.38E-01  9.17E-01  9.52E-01  9.83E-01  9.89E-01  9.95E-01  9.99E-01
  5.62E-01  7.71E-01  8.11E-01  8.53E-01  9.05E-01  9.52E-01  9.73E-01  9.90E-01  9.96E-01  9.98E-01  1.00E+00
  7.08E-01  8.89E-01  9.13E-01  9.35E-01  9.61E-01  9.81E-01  9.90E-01  9.97E-01  9.98E-01  1.00E+00  1.00E+00
  8.91E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
