  3.55E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  4.47E-02  0.00E+00  1.45E-03  0.00E+00  4.51E-03  0.00E+00  7.01E-03  6.17E-03  3.51E-03  1.50E-02  1.90E-02
  5.63E-02  0.00E+00  1.45E-03  9.43E-04  4.51E-03  3.40E-03  9.35E-03  6.17E-03  7.02E-03  1.50E-02  1.90E-02
  7.09E-02  0.00E+00  1.45E-03  2.83E-03  9.03E-03  1.36E-02  1.87E-02  6.17E-03  1.05E-02  3.00E-02  2.86E-02
  8.92E-02  1.81E-03  2.89E-03  4.71E-03  1.13E-02  2.04E-02  2.57E-02  9.26E-03  2.11E-02  6.00E-02  6.67E-02
  1.12E-01  4.21E-03  6.51E-03  8.48E-03  1.58E-02  3.74E-02  5.14E-02  3.09E-02  4.56E-02  9.50E-02  9.52E-02
  1.41E-01  5.42E-03  1.30E-02  1.51E-02  2.48E-02  4.76E-02  6.78E-02  5.25E-02  7.37E-02  1.20E-01  1.33E-01
  1.78E-01  1.08E-02  1.95E-02  3.30E-02  4.63E-02  7.99E-02  9.11E-02  9.57E-02  1.02E-01  1.45E-01  1.62E-01
  2.24E-01  1.38E-02  3.26E-02  4.43E-02  7.90E-02  1.26E-01  1.52E-01  1.42E-01  1.47E-01  2.30E-01  2.48E-01
  2.82E-01  2.47E-02  4.85E-02  7.63E-02  1.15E-01  1.70E-01  1.99E-01  2.41E-01  2.14E-01  3.00E-01  3.24E-01
  3.55E-01  4.39E-02  6.80E-02  1.13E-01  1.70E-01  2.26E-01  2.57E-01  3.09E-01  2.98E-01  3.65E-01  3.71E-01
  4.47E-01  8.24E-02  1.16E-01  1.56E-01  2.27E-01  2.98E-01  3.55E-01  3.86E-01  4.18E-01  5.00E-01  4.95E-01
  5.63E-01  1.68E-01  2.13E-01  2.54E-01  3.17E-01  4.08E-01  4.58E-01  4.88E-01  5.30E-01  6.25E-01  6.38E-01
  7.09E-01  3.86E-01  4.08E-01  4.64E-01  5.12E-01  5.97E-01  6.24E-01  6.70E-01  6.67E-01  7.65E-01  8.19E-01
  8.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
