  3.55E-04  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  4.47E-04  2.08E-06  3.78E-05  4.39E-05  2.50E-04  9.39E-04  1.26E-03  2.73E-03  2.36E-03  2.51E-03  2.39E-03
  5.63E-04  4.16E-06  5.04E-05  1.19E-04  6.46E-04  1.82E-03  3.09E-03  4.61E-03  4.24E-03  4.67E-03  1.59E-02
  7.09E-04  6.24E-06  9.88E-05  2.89E-04  1.35E-03  2.87E-03  5.31E-03  9.55E-03  8.25E-03  1.26E-02  3.50E-02
  8.92E-04  9.71E-06  1.83E-04  5.52E-04  2.37E-03  6.16E-03  8.31E-03  1.67E-02  1.63E-02  2.62E-02  6.13E-02
  1.12E-03  2.15E-05  3.22E-04  1.14E-03  3.83E-03  1.09E-02  1.59E-02  2.68E-02  2.92E-02  4.42E-02  9.24E-02
  1.41E-03  3.33E-05  5.82E-04  2.07E-03  6.91E-03  1.72E-02  2.72E-02  4.18E-02  5.07E-02  6.86E-02  1.41E-01
  1.78E-03  5.55E-05  1.00E-03  3.29E-03  1.11E-02  2.73E-02  4.33E-02  6.52E-02  7.78E-02  1.07E-01  1.90E-01
  2.24E-03  1.03E-04  1.62E-03  5.16E-03  1.73E-02  4.15E-02  6.46E-02  9.54E-02  1.15E-01  1.53E-01  2.47E-01
  2.82E-03  1.66E-04  2.49E-03  8.22E-03  2.60E-02  6.25E-02  9.31E-02  1.41E-01  1.72E-01  2.12E-01  3.32E-01
  3.55E-03  2.70E-04  3.80E-03  1.24E-02  3.81E-02  9.09E-02  1.31E-01  1.89E-01  2.31E-01  2.85E-01  4.31E-01
  4.47E-03  4.65E-04  5.76E-03  1.84E-02  5.40E-02  1.29E-01  1.73E-01  2.46E-01  3.02E-01  3.72E-01  5.15E-01
  5.63E-03  7.80E-04  8.38E-03  2.65E-02  7.56E-02  1.76E-01  2.29E-01  3.15E-01  3.85E-01  4.68E-01  6.10E-01
  7.09E-03  1.29E-03  1.21E-02  3.77E-02  1.03E-01  2.28E-01  2.97E-01  3.97E-01  4.74E-01  5.64E-01  7.09E-01
  8.92E-03  2.22E-03  1.74E-02  5.20E-02  1.37E-01  2.87E-01  3.66E-01  4.85E-01  5.58E-01  6.43E-01  7.83E-01
  1.12E-02  3.98E-03  2.46E-02  6.99E-02  1.76E-01  3.56E-01  4.48E-01  5.68E-01  6.38E-01  7.33E-01  8.44E-01
  1.41E-02  7.21E-03  3.49E-02  9.25E-02  2.21E-01  4.26E-01  5.24E-01  6.55E-01  7.21E-01  8.00E-01  8.91E-01
  1.78E-02  1.32E-02  4.89E-02  1.21E-01  2.71E-01  4.96E-01  6.01E-01  7.32E-01  7.96E-01  8.64E-01  9.30E-01
  2.24E-02  2.35E-02  6.80E-02  1.54E-01  3.25E-01  5.62E-01  6.71E-01  7.97E-01  8.49E-01  9.08E-01  9.58E-01
  2.82E-02  4.01E-02  9.33E-02  1.94E-01  3.81E-01  6.27E-01  7.36E-01  8.47E-01  8.97E-01  9.34E-01  9.77E-01
  3.55E-02  6.49E-02  1.27E-01  2.40E-01  4.40E-01  6.84E-01  7.91E-01  8.89E-01  9.30E-01  9.60E-01  9.87E-01
  4.47E-02  9.97E-02  1.69E-01  2.92E-01  4.96E-01  7.41E-01  8.37E-01  9.20E-01  9.53E-01  9.75E-01  9.92E-01
  5.63E-02  1.45E-01  2.21E-01  3.49E-01  5.53E-01  7.84E-01  8.77E-01  9.43E-01  9.70E-01  9.87E-01  9.95E-01
  7.09E-02  2.00E-01  2.79E-01  4.09E-01  6.10E-01  8.24E-01  9.09E-01  9.59E-01  9.82E-01  9.94E-01  9.98E-01
  8.92E-02  2.63E-01  3.45E-01  4.73E-01  6.62E-01  8.57E-01  9.31E-01  9.71E-01  9.88E-01  9.96E-01  9.98E-01
  1.12E-01  3.33E-01  4.14E-01  5.38E-01  7.15E-01  8.87E-01  9.47E-01  9.79E-01  9.93E-01  9.99E-01  9.98E-01
  1.41E-01  4.08E-01  4.86E-01  6.02E-01  7.63E-01  9.11E-01  9.60E-01  9.85E-01  9.97E-01  9.99E-01  9.99E-01
  1.78E-01  4.86E-01  5.60E-01  6.66E-01  8.07E-01  9.32E-01  9.71E-01  9.89E-01  9.97E-01  1.00E+00  9.99E-01
  2.24E-01  5.65E-01  6.33E-01  7.26E-01  8.48E-01  9.48E-01  9.80E-01  9.93E-01  9.98E-01  1.00E+00  9.99E-01
  2.82E-01  6.44E-01  7.05E-01  7.85E-01  8.85E-01  9.64E-01  9.87E-01  9.96E-01  9.99E-01  1.00E+00  1.00E+00
  3.55E-01  7.22E-01  7.74E-01  8.40E-01  9.18E-01  9.77E-01  9.92E-01  9.97E-01  9.99E-01  1.00E+00  1.00E+00
  4.47E-01  7.98E-01  8.40E-01  8.91E-01  9.46E-01  9.86E-01  9.96E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00
  5.63E-01  8.70E-01  9.01E-01  9.35E-01  9.71E-01  9.93E-01  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  7.09E-01  9.37E-01  9.56E-01  9.73E-01  9.89E-01  9.98E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  8.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
