  2.00E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  2.51E-02  0.00E+00  3.31E-03  4.62E-03  7.66E-03  1.26E-02  2.47E-02  2.76E-02  3.52E-02  4.25E-02  4.97E-02  1.16E-01  2.15E-01
  3.16E-02  2.71E-04  4.97E-03  5.46E-03  1.06E-02  1.80E-02  3.54E-02  3.45E-02  5.09E-02  6.25E-02  7.73E-02  1.37E-01  2.77E-01
  3.98E-02  5.41E-04  5.63E-03  9.24E-03  1.71E-02  2.61E-02  4.61E-02  4.32E-02  6.46E-02  9.00E-02  9.94E-02  1.58E-01  3.23E-01
  5.01E-02  8.12E-04  6.29E-03  1.18E-02  2.36E-02  3.51E-02  5.90E-02  6.04E-02  9.00E-02  1.10E-01  1.38E-01  2.11E-01  3.85E-01
  6.31E-02  1.35E-03  8.28E-03  1.39E-02  3.53E-02  4.95E-02  7.83E-02  8.12E-02  1.12E-01  1.37E-01  1.55E-01  2.63E-01  5.08E-01
  7.95E-02  3.79E-03  1.16E-02  2.02E-02  4.48E-02  6.58E-02  1.06E-01  1.04E-01  1.47E-01  1.62E-01  2.21E-01  3.37E-01  5.38E-01
  1.00E-01  5.14E-03  1.52E-02  2.90E-02  6.36E-02  8.56E-02  1.26E-01  1.35E-01  1.80E-01  1.97E-01  2.65E-01  4.21E-01  6.15E-01
  1.26E-01  1.00E-02  2.19E-02  4.07E-02  7.77E-02  1.08E-01  1.60E-01  1.76E-01  2.25E-01  2.47E-01  3.09E-01  5.16E-01  6.46E-01
  1.59E-01  1.52E-02  3.28E-02  5.80E-02  1.07E-01  1.35E-01  2.03E-01  2.28E-01  2.86E-01  3.00E-01  3.48E-01  5.58E-01  7.23E-01
  2.00E-01  2.19E-02  4.44E-02  7.48E-02  1.41E-01  1.63E-01  2.54E-01  2.95E-01  3.48E-01  3.80E-01  4.48E-01  6.42E-01  7.69E-01
  2.51E-01  3.11E-02  6.33E-02  9.87E-02  1.67E-01  2.09E-01  3.04E-01  3.63E-01  4.19E-01  4.47E-01  5.58E-01  7.05E-01  8.92E-01
  3.16E-01  4.47E-02  9.21E-02  1.38E-01  2.13E-01  2.62E-01  3.80E-01  4.27E-01  4.93E-01  5.15E-01  6.52E-01  7.79E-01  9.08E-01
  3.98E-01  7.77E-02  1.36E-01  1.97E-01  2.78E-01  3.32E-01  4.48E-01  5.01E-01  5.62E-01  6.15E-01  7.29E-01  8.21E-01  9.38E-01
  5.01E-01  1.46E-01  2.02E-01  2.71E-01  3.74E-01  4.14E-01  5.43E-01  5.84E-01  6.61E-01  6.95E-01  8.01E-01  8.74E-01  9.69E-01
  6.31E-01  2.92E-01  3.60E-01  4.14E-01  5.11E-01  5.55E-01  6.61E-01  7.06E-01  7.57E-01  7.72E-01  8.62E-01  9.47E-01  1.00E+00
  7.95E-01  6.58E-01  6.93E-01  7.22E-01  7.75E-01  7.93E-01  8.54E-01  9.02E-01  9.10E-01  8.87E-01  9.39E-01  9.79E-01  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
