  3.55E-05  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  4.47E-05  1.22E-05  3.09E-04  1.95E-03  8.23E-03  1.70E-02  2.00E-02  2.72E-02  2.73E-02  5.04E-02  1.13E-01  2.09E-01  2.25E-01
  5.63E-05  1.43E-05  4.25E-04  2.67E-03  1.04E-02  2.24E-02  2.60E-02  3.85E-02  3.98E-02  6.72E-02  1.19E-01  2.54E-01  3.50E-01
  7.09E-05  1.63E-05  5.80E-04  4.31E-03  1.33E-02  2.93E-02  3.30E-02  5.77E-02  5.66E-02  1.01E-01  1.46E-01  3.43E-01  3.50E-01
  8.92E-05  3.05E-05  1.08E-03  5.43E-03  1.80E-02  3.88E-02  3.90E-02  6.57E-02  6.50E-02  1.29E-01  1.99E-01  4.03E-01  4.00E-01
  1.12E-04  4.48E-05  1.59E-03  7.79E-03  2.25E-02  4.63E-02  5.89E-02  8.81E-02  8.81E-02  1.62E-01  2.32E-01  4.33E-01  4.75E-01
  1.41E-04  6.72E-05  2.05E-03  1.10E-02  3.10E-02  6.26E-02  7.49E-02  1.07E-01  1.22E-01  2.13E-01  3.05E-01  5.22E-01  6.25E-01
  1.78E-04  9.78E-05  2.78E-03  1.45E-02  4.02E-02  7.55E-02  1.01E-01  1.47E-01  1.68E-01  2.49E-01  3.44E-01  5.52E-01  7.25E-01
  2.24E-04  1.36E-04  4.02E-03  1.99E-02  5.57E-02  9.86E-02  1.38E-01  2.00E-01  2.12E-01  2.94E-01  4.11E-01  5.67E-01  8.50E-01
  2.82E-04  1.79E-04  5.76E-03  2.76E-02  7.09E-02  1.38E-01  1.73E-01  2.58E-01  2.70E-01  3.56E-01  4.97E-01  6.72E-01  8.50E-01
  3.55E-04  2.71E-04  7.62E-03  3.71E-02  9.43E-02  1.86E-01  2.28E-01  3.21E-01  3.25E-01  4.15E-01  5.56E-01  7.46E-01  9.50E-01
  4.47E-04  4.01E-04  1.03E-02  4.92E-02  1.26E-01  2.27E-01  2.87E-01  3.65E-01  4.11E-01  4.90E-01  6.23E-01  8.06E-01  9.75E-01
  5.63E-04  5.60E-04  1.42E-02  6.54E-02  1.65E-01  2.86E-01  3.67E-01  4.46E-01  4.80E-01  5.60E-01  7.09E-01  8.51E-01  1.00E+00
  7.09E-04  7.80E-04  1.89E-02  8.93E-02  2.18E-01  3.40E-01  4.30E-01  5.24E-01  5.66E-01  6.58E-01  7.62E-01  8.66E-01  1.00E+00
  8.92E-04  1.16E-03  2.54E-02  1.17E-01  2.67E-01  4.12E-01  4.96E-01  6.09E-01  6.67E-01  7.25E-01  8.15E-01  8.96E-01  1.00E+00
  1.12E-03  1.85E-03  3.38E-02  1.53E-01  3.28E-01  4.93E-01  5.78E-01  6.67E-01  7.38E-01  7.84E-01  8.74E-01  9.55E-01  1.00E+00
  1.41E-03  3.06E-03  4.40E-02  1.90E-01  3.97E-01  5.72E-01  6.52E-01  7.36E-01  7.92E-01  8.18E-01  9.07E-01  9.85E-01  1.00E+00
  1.78E-03  5.31E-03  5.65E-02  2.32E-01  4.71E-01  6.41E-01  7.27E-01  8.16E-01  8.64E-01  8.68E-01  9.34E-01  1.00E+00  1.00E+00
  2.24E-03  9.04E-03  7.32E-02  2.77E-01  5.48E-01  7.00E-01  7.92E-01  8.72E-01  9.08E-01  9.27E-01  9.80E-01  1.00E+00  1.00E+00
  2.82E-03  1.55E-02  9.25E-02  3.31E-01  6.13E-01  7.73E-01  8.38E-01  9.17E-01  9.37E-01  9.58E-01  9.87E-01  1.00E+00  1.00E+00
  3.55E-03  2.60E-02  1.16E-01  3.84E-01  6.78E-01  8.31E-01  8.85E-01  9.44E-01  9.56E-01  9.83E-01  1.00E+00  1.00E+00  1.00E+00
  4.47E-03  4.20E-02  1.44E-01  4.36E-01  7.35E-01  8.69E-01  9.21E-01  9.79E-01  9.64E-01  9.94E-01  1.00E+00  1.00E+00  1.00E+00
  5.63E-03  6.42E-02  1.78E-01  4.86E-01  7.80E-01  9.03E-01  9.48E-01  9.89E-01  9.85E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  7.09E-03  9.31E-02  2.18E-01  5.34E-01  8.27E-01  9.31E-01  9.68E-01  9.94E-01  9.94E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  8.92E-03  1.28E-01  2.59E-01  5.82E-01  8.62E-01  9.48E-01  9.78E-01  9.95E-01  9.96E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.12E-02  1.69E-01  3.06E-01  6.24E-01  8.88E-01  9.65E-01  9.85E-01  9.97E-01  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.41E-02  2.15E-01  3.55E-01  6.66E-01  9.10E-01  9.80E-01  9.89E-01  1.00E+00  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.78E-02  2.64E-01  4.05E-01  7.03E-01  9.23E-01  9.85E-01  9.96E-01  1.00E+00  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.24E-02  3.15E-01  4.54E-01  7.40E-01  9.38E-01  9.88E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.82E-02  3.67E-01  5.02E-01  7.73E-01  9.51E-01  9.94E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  3.55E-02  4.20E-01  5.50E-01  7.99E-01  9.61E-01  9.95E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  4.47E-02  4.73E-01  5.97E-01  8.28E-01  9.71E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  5.63E-02  5.24E-01  6.43E-01  8.52E-01  9.76E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  7.09E-02  5.74E-01  6.86E-01  8.72E-01  9.81E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  8.92E-02  6.23E-01  7.25E-01  8.93E-01  9.85E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.12E-01  6.71E-01  7.65E-01  9.10E-01  9.88E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.41E-01  7.16E-01  8.01E-01  9.29E-01  9.91E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.78E-01  7.59E-01  8.35E-01  9.43E-01  9.93E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.24E-01  8.00E-01  8.68E-01  9.56E-01  9.94E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.82E-01  8.39E-01  8.97E-01  9.66E-01  9.96E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  3.55E-01  8.75E-01  9.25E-01  9.77E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  4.47E-01  9.10E-01  9.49E-01  9.86E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  5.63E-01  9.42E-01  9.70E-01  9.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  7.09E-01  9.71E-01  9.86E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  8.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
