  1.12E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.41E-02  0.00E+00  3.46E-04  2.09E-03  5.47E-03  1.34E-02  1.28E-02  2.70E-02  2.22E-02  4.63E-02  5.80E-02  1.30E-01  2.70E-01
  1.78E-02  3.76E-04  8.64E-04  3.94E-03  7.66E-03  1.70E-02  2.00E-02  3.07E-02  3.81E-02  6.17E-02  7.25E-02  1.76E-01  3.24E-01
  2.24E-02  5.02E-04  2.07E-03  4.63E-03  9.84E-03  2.01E-02  2.32E-02  4.91E-02  4.92E-02  6.94E-02  1.06E-01  2.87E-01  4.05E-01
  2.82E-02  7.53E-04  2.94E-03  7.65E-03  1.53E-02  2.74E-02  2.80E-02  6.27E-02  5.87E-02  8.23E-02  1.26E-01  3.24E-01  4.59E-01
  3.55E-02  1.13E-03  4.49E-03  1.09E-02  2.15E-02  3.96E-02  4.16E-02  7.49E-02  7.30E-02  1.13E-01  1.93E-01  3.52E-01  4.59E-01
  4.47E-02  1.38E-03  7.09E-03  1.46E-02  2.62E-02  4.87E-02  6.08E-02  9.46E-02  9.68E-02  1.34E-01  2.32E-01  4.35E-01  4.59E-01
  5.62E-02  2.38E-03  1.04E-02  1.97E-02  3.43E-02  5.84E-02  8.73E-02  1.18E-01  1.25E-01  1.70E-01  2.85E-01  5.00E-01  5.41E-01
  7.08E-02  3.26E-03  1.33E-02  2.69E-02  4.89E-02  7.61E-02  1.10E-01  1.50E-01  1.59E-01  1.98E-01  3.38E-01  5.74E-01  6.49E-01
  8.91E-02  4.89E-03  1.68E-02  3.59E-02  6.38E-02  1.01E-01  1.44E-01  1.84E-01  2.03E-01  2.47E-01  3.91E-01  6.39E-01  7.03E-01
  1.12E-01  7.02E-03  2.47E-02  4.66E-02  8.60E-02  1.29E-01  1.79E-01  2.27E-01  2.54E-01  3.21E-01  4.35E-01  6.67E-01  8.38E-01
  1.41E-01  9.41E-03  3.60E-02  6.30E-02  1.13E-01  1.65E-01  2.19E-01  2.94E-01  3.02E-01  3.98E-01  5.02E-01  7.13E-01  8.92E-01
  1.78E-01  1.49E-02  4.89E-02  8.20E-02  1.49E-01  2.08E-01  2.63E-01  3.65E-01  3.68E-01  4.65E-01  6.04E-01  7.50E-01  9.19E-01
  2.24E-01  2.46E-02  6.74E-02  1.04E-01  1.87E-01  2.65E-01  3.21E-01  4.18E-01  4.43E-01  5.17E-01  6.96E-01  8.24E-01  9.73E-01
  2.82E-01  4.38E-02  9.75E-02  1.52E-01  2.31E-01  3.34E-01  3.90E-01  4.88E-01  5.02E-01  6.32E-01  7.68E-01  9.07E-01  1.00E+00
  3.55E-01  8.00E-02  1.43E-01  2.01E-01  2.93E-01  3.96E-01  4.68E-01  5.64E-01  5.83E-01  6.99E-01  8.07E-01  9.17E-01  1.00E+00
  4.47E-01  1.42E-01  2.19E-01  2.73E-01  3.75E-01  4.85E-01  5.40E-01  6.47E-01  6.68E-01  7.66E-01  8.70E-01  9.35E-01  1.00E+00
  5.62E-01  2.75E-01  3.53E-01  4.13E-01  5.10E-01  5.98E-01  6.44E-01  7.49E-01  7.54E-01  8.53E-01  9.03E-01  9.72E-01  1.00E+00
  7.08E-01  5.34E-01  5.87E-01  6.34E-01  7.05E-01  7.70E-01  8.03E-01  8.67E-01  8.68E-01  9.10E-01  9.42E-01  9.91E-01  1.00E+00
  8.91E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
