  3.55E-04  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  4.47E-04  1.16E-05  3.70E-04  1.39E-03  2.69E-03  9.07E-03  1.72E-02  3.37E-02  4.09E-02  4.72E-02  8.09E-02  2.08E-01  2.45E-01
  5.63E-04  2.32E-05  5.28E-04  1.98E-03  3.95E-03  1.21E-02  1.96E-02  4.72E-02  5.39E-02  6.30E-02  1.16E-01  2.73E-01  3.21E-01
  7.09E-04  4.06E-05  7.93E-04  2.46E-03  5.74E-03  1.71E-02  2.53E-02  5.66E-02  6.32E-02  7.61E-02  1.45E-01  3.25E-01  3.96E-01
  8.92E-04  7.54E-05  1.11E-03  3.80E-03  8.62E-03  2.32E-02  3.76E-02  7.28E-02  8.55E-02  9.71E-02  1.73E-01  3.90E-01  5.09E-01
  1.12E-03  8.12E-05  1.46E-03  4.76E-03  1.13E-02  3.48E-02  5.07E-02  9.43E-02  1.17E-01  1.31E-01  1.91E-01  4.03E-01  6.04E-01
  1.41E-03  1.39E-04  1.83E-03  5.77E-03  1.60E-02  4.79E-02  7.03E-02  1.16E-01  1.47E-01  1.68E-01  2.49E-01  4.68E-01  6.60E-01
  1.78E-03  1.62E-04  2.34E-03  8.29E-03  2.21E-02  5.90E-02  9.07E-02  1.56E-01  1.82E-01  2.15E-01  2.89E-01  5.58E-01  7.36E-01
  2.24E-03  2.15E-04  3.06E-03  1.10E-02  3.03E-02  7.81E-02  1.22E-01  2.02E-01  2.25E-01  2.41E-01  3.53E-01  6.49E-01  7.55E-01
  2.82E-03  2.84E-04  4.05E-03  1.44E-02  4.02E-02  9.78E-02  1.52E-01  2.36E-01  2.83E-01  3.15E-01  4.57E-01  7.01E-01  7.92E-01
  3.55E-03  3.65E-04  5.53E-03  1.91E-02  5.47E-02  1.27E-01  1.88E-01  2.99E-01  3.57E-01  3.75E-01  5.55E-01  7.53E-01  8.30E-01
  4.47E-03  5.10E-04  7.64E-03  2.40E-02  7.40E-02  1.64E-01  2.39E-01  3.67E-01  4.13E-01  4.46E-01  6.53E-01  7.92E-01  8.87E-01
  5.63E-03  7.88E-04  9.86E-03  3.22E-02  9.30E-02  2.04E-01  2.87E-01  4.33E-01  4.76E-01  5.17E-01  7.28E-01  8.70E-01  9.43E-01
