  1.12E-04  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.41E-04  1.27E-05  2.55E-04  1.46E-03  3.77E-03  9.70E-03  1.50E-02  2.59E-02  5.25E-02  2.81E-02  1.25E-01  9.30E-02  2.04E-01
  1.78E-04  1.27E-05  3.82E-04  2.01E-03  5.78E-03  1.58E-02  2.43E-02  3.50E-02  7.88E-02  4.78E-02  1.37E-01  1.16E-01  2.45E-01
  2.24E-04  2.23E-05  5.57E-04  2.77E-03  7.79E-03  2.18E-02  3.27E-02  4.57E-02  8.69E-02  5.90E-02  1.85E-01  1.98E-01  3.47E-01
  2.82E-04  2.87E-05  7.64E-04  3.74E-03  1.31E-02  2.91E-02  5.05E-02  6.54E-02  1.03E-01  7.87E-02  2.14E-01  2.33E-01  3.67E-01
  3.55E-04  5.74E-05  9.87E-04  5.47E-03  1.76E-02  3.88E-02  7.11E-02  7.91E-02  1.35E-01  1.12E-01  2.80E-01  2.91E-01  4.49E-01
  4.47E-04  6.69E-05  1.40E-03  7.90E-03  2.61E-02  5.03E-02  8.23E-02  1.14E-01  1.62E-01  1.63E-01  3.39E-01  3.60E-01  4.90E-01
  5.62E-04  1.02E-04  2.02E-03  1.08E-02  3.17E-02  7.15E-02  1.11E-01  1.42E-01  2.08E-01  2.25E-01  4.11E-01  4.65E-01  5.51E-01
  7.08E-04  1.40E-04  2.78E-03  1.38E-02  4.47E-02  1.00E-01  1.48E-01  1.87E-01  2.48E-01  2.67E-01  4.64E-01  5.93E-01  5.92E-01
  8.91E-04  1.69E-04  3.91E-03  1.91E-02  6.05E-02  1.28E-01  1.86E-01  2.19E-01  3.03E-01  3.34E-01  5.30E-01  6.98E-01  6.33E-01
  1.12E-03  2.39E-04  5.68E-03  2.63E-02  7.89E-02  1.67E-01  2.32E-01  2.69E-01  3.56E-01  3.96E-01  5.89E-01  7.67E-01  7.55E-01
  1.41E-03  4.08E-04  7.84E-03  3.44E-02  1.07E-01  2.16E-01  2.83E-01  3.30E-01  4.32E-01  4.75E-01  6.43E-01  8.26E-01  8.37E-01
  1.78E-03  6.53E-04  1.05E-02  4.46E-02  1.36E-01  2.67E-01  3.38E-01  4.00E-01  4.89E-01  5.45E-01  7.32E-01  8.72E-01  8.98E-01
  2.24E-03  9.34E-04  1.41E-02  5.65E-02  1.66E-01  3.32E-01  4.02E-01  4.66E-01  5.66E-01  6.15E-01  8.45E-01  9.30E-01  9.39E-01
  2.82E-03  1.42E-03  1.84E-02  7.47E-02  2.14E-01  3.94E-01  4.73E-01  5.56E-01  6.59E-01  6.97E-01  8.87E-01  9.53E-01  9.59E-01
  3.55E-03  2.27E-03  2.46E-02  9.51E-02  2.67E-01  4.64E-01  5.31E-01  6.45E-01  7.37E-01  7.81E-01  9.35E-01  9.53E-01  9.80E-01
  4.47E-03  3.73E-03  3.29E-02  1.21E-01  3.17E-01  5.36E-01  6.03E-01  7.05E-01  7.94E-01  8.43E-01  9.46E-01  9.65E-01  9.80E-01
  5.62E-03  6.39E-03  4.36E-02  1.51E-01  3.76E-01  6.06E-01  6.76E-01  7.85E-01  8.42E-01  8.71E-01  9.70E-01  1.00E+00  9.80E-01
  7.08E-03  1.10E-02  5.73E-02  1.87E-01  4.35E-01  6.66E-01  7.41E-01  8.43E-01  8.81E-01  9.07E-01  9.88E-01  1.00E+00  9.80E-01
  8.91E-03  1.92E-02  7.45E-02  2.25E-01  4.92E-01  7.31E-01  8.02E-01  9.06E-01  9.19E-01  9.41E-01  9.94E-01  1.00E+00  9.80E-01
  1.12E-02  3.21E-02  9.74E-02  2.69E-01  5.54E-01  7.95E-01  8.58E-01  9.38E-01  9.39E-01  9.66E-01  9.94E-01  1.00E+00  1.00E+00
  1.41E-02  5.10E-02  1.26E-01  3.11E-01  6.09E-01  8.39E-01  8.99E-01  9.57E-01  9.62E-01  9.78E-01  1.00E+00  1.00E+00  1.00E+00
  1.78E-02  7.78E-02  1.61E-01  3.58E-01  6.62E-01  8.76E-01  9.24E-01  9.76E-01  9.74E-01  9.92E-01  1.00E+00  1.00E+00  1.00E+00
  2.24E-02  1.13E-01  2.03E-01  4.06E-01  7.06E-01  9.12E-01  9.55E-01  9.85E-01  9.86E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00
  2.82E-02  1.56E-01  2.50E-01  4.54E-01  7.49E-01  9.31E-01  9.65E-01  9.91E-01  9.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  3.55E-02  2.05E-01  3.01E-01  5.02E-01  7.85E-01  9.48E-01  9.75E-01  9.97E-01  9.94E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  4.47E-02  2.60E-01  3.58E-01  5.53E-01  8.20E-01  9.61E-01  9.84E-01  9.98E-01  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  5.62E-02  3.20E-01  4.17E-01  6.02E-01  8.51E-01  9.71E-01  9.93E-01  1.00E+00  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  7.08E-02  3.82E-01  4.77E-01  6.51E-01  8.76E-01  9.76E-01  9.93E-01  1.00E+00  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  8.91E-02  4.45E-01  5.37E-01  6.97E-01  8.93E-01  9.84E-01  9.96E-01  1.00E+00  9.98E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.12E-01  5.08E-01  5.96E-01  7.43E-01  9.13E-01  9.86E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.41E-01  5.72E-01  6.53E-01  7.86E-01  9.28E-01  9.88E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.78E-01  6.34E-01  7.07E-01  8.26E-01  9.46E-01  9.92E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.24E-01  6.94E-01  7.61E-01  8.62E-01  9.58E-01  9.95E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  2.82E-01  7.52E-01  8.11E-01  8.95E-01  9.70E-01  9.96E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  3.55E-01  8.07E-01  8.58E-01  9.24E-01  9.81E-01  9.97E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  4.47E-01  8.60E-01  9.01E-01  9.52E-01  9.87E-01  9.99E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
