  6.30E-03  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  7.94E-03  1.34E-04  1.46E-03  1.57E-03  3.65E-03  8.23E-03  1.15E-02  1.49E-02  2.49E-02  3.07E-02  3.37E-02  6.93E-02  1.72E-01
  9.99E-03  1.34E-04  1.95E-03  2.14E-03  5.35E-03  1.04E-02  1.59E-02  2.44E-02  3.52E-02  4.91E-02  7.21E-02  1.19E-01  2.50E-01
  1.26E-02  1.34E-04  2.54E-03  3.00E-03  8.75E-03  1.69E-02  2.36E-02  3.08E-02  4.55E-02  6.13E-02  1.06E-01  1.88E-01  2.81E-01
  1.58E-02  2.01E-04  3.12E-03  5.00E-03  1.19E-02  2.12E-02  3.00E-02  4.14E-02  6.60E-02  7.57E-02  1.25E-01  2.18E-01  3.44E-01
  1.99E-02  2.68E-04  4.59E-03  6.57E-03  1.58E-02  2.86E-02  4.15E-02  5.84E-02  7.92E-02  1.06E-01  1.68E-01  2.77E-01  4.38E-01
  2.51E-02  4.02E-04  5.37E-03  9.00E-03  1.99E-02  4.11E-02  5.55E-02  7.44E-02  9.97E-02  1.35E-01  2.07E-01  3.17E-01  5.31E-01
  3.16E-02  6.03E-04  7.32E-03  1.30E-02  2.70E-02  5.46E-02  7.40E-02  9.46E-02  1.19E-01  1.84E-01  2.55E-01  4.26E-01  5.63E-01
  3.98E-02  1.14E-03  9.27E-03  1.81E-02  3.40E-02  7.19E-02  9.25E-02  1.23E-01  1.52E-01  2.31E-01  3.12E-01  4.65E-01  6.41E-01
  5.01E-02  1.74E-03  1.28E-02  2.44E-02  4.52E-02  9.09E-02  1.16E-01  1.74E-01  1.86E-01  2.84E-01  3.94E-01  5.35E-01  7.03E-01
  6.30E-02  2.61E-03  1.74E-02  3.51E-02  6.05E-02  1.14E-01  1.48E-01  2.18E-01  2.35E-01  3.54E-01  4.52E-01  5.74E-01  7.50E-01
  7.94E-02  4.42E-03  2.23E-02  4.80E-02  8.07E-02  1.44E-01  1.86E-01  2.59E-01  2.82E-01  4.21E-01  5.14E-01  6.93E-01  8.44E-01
  9.99E-02  7.11E-03  3.15E-02  6.42E-02  1.05E-01  1.78E-01  2.25E-01  3.03E-01  3.28E-01  4.81E-01  6.11E-01  7.82E-01  9.22E-01
  1.26E-01  1.15E-02  4.34E-02  8.30E-02  1.32E-01  2.18E-01  2.63E-01  3.56E-01  3.81E-01  5.30E-01  6.73E-01  8.42E-01  9.38E-01
  1.58E-01  2.03E-02  5.98E-02  1.07E-01  1.64E-01  2.67E-01  3.17E-01  4.25E-01  4.59E-01  5.95E-01  7.31E-01  9.11E-01  9.53E-01
  1.99E-01  3.27E-02  8.44E-02  1.38E-01  2.06E-01  3.25E-01  3.88E-01  4.92E-01  5.35E-01  6.77E-01  8.17E-01  9.60E-01  9.84E-01
  2.51E-01  5.66E-02  1.18E-01  1.80E-01  2.60E-01  3.88E-01  4.52E-01  5.56E-01  5.94E-01  7.42E-01  8.46E-01  9.90E-01  1.00E+00
  3.16E-01  9.91E-02  1.71E-01  2.38E-01  3.25E-01  4.50E-01  5.26E-01  6.37E-01  6.54E-01  8.10E-01  8.89E-01  9.90E-01  1.00E+00
  3.98E-01  1.77E-01  2.52E-01  3.25E-01  4.12E-01  5.40E-01  6.13E-01  7.10E-01  7.14E-01  8.73E-01  9.23E-01  9.90E-01  1.00E+00
  5.01E-01  3.02E-01  3.78E-01  4.54E-01  5.33E-01  6.50E-01  7.06E-01  7.96E-01  8.04E-01  9.12E-01  9.52E-01  1.00E+00  1.00E+00
  6.30E-01  5.10E-01  5.72E-01  6.30E-01  6.96E-01  7.77E-01  8.21E-01  8.81E-01  8.84E-01  9.49E-01  9.81E-01  1.00E+00  1.00E+00
  7.94E-01  8.13E-01  8.45E-01  8.67E-01  8.96E-01  9.24E-01  9.47E-01  9.63E-01  9.66E-01  9.90E-01  9.81E-01  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
