  3.55E-03  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  4.47E-03  0.00E+00  6.25E-05  1.05E-04  0.00E+00  1.70E-03  6.80E-04  2.61E-03  3.47E-03  0.00E+00  7.14E-03
  5.63E-03  0.00E+00  6.25E-05  1.05E-04  2.08E-04  1.70E-03  1.36E-03  5.23E-03  3.47E-03  0.00E+00  7.14E-03
  7.09E-03  0.00E+00  1.25E-04  2.10E-04  1.25E-03  2.13E-03  2.04E-03  6.54E-03  5.21E-03  6.15E-03  2.86E-02
  8.92E-03  0.00E+00  1.25E-04  8.42E-04  2.08E-03  3.40E-03  4.76E-03  1.70E-02  1.04E-02  1.54E-02  4.29E-02
  1.12E-02  7.66E-05  4.38E-04  1.68E-03  3.53E-03  7.23E-03  1.09E-02  2.75E-02  2.26E-02  3.69E-02  6.43E-02
  1.41E-02  1.53E-04  8.76E-04  3.05E-03  5.61E-03  1.19E-02  1.56E-02  4.31E-02  3.30E-02  5.54E-02  9.29E-02
  1.78E-02  3.07E-04  1.81E-03  4.21E-03  1.06E-02  2.59E-02  2.38E-02  6.14E-02  5.56E-02  7.69E-02  1.43E-01
  2.24E-02  3.45E-04  2.88E-03  6.63E-03  1.54E-02  3.66E-02  5.03E-02  8.24E-02  8.16E-02  1.14E-01  1.86E-01
  2.82E-02  7.66E-04  4.50E-03  1.06E-02  2.20E-02  5.23E-02  6.60E-02  1.03E-01  1.13E-01  1.60E-01  2.50E-01
  3.55E-02  1.11E-03  7.32E-03  1.56E-02  3.32E-02  7.48E-02  1.00E-01  1.46E-01  1.63E-01  2.31E-01  3.57E-01
  4.47E-02  2.18E-03  1.12E-02  2.19E-02  4.82E-02  1.02E-01  1.34E-01  1.92E-01  2.24E-01  2.74E-01  4.36E-01
  5.63E-02  3.99E-03  1.70E-02  3.28E-02  6.93E-02  1.36E-01  1.79E-01  2.38E-01  2.78E-01  3.29E-01  5.14E-01
  7.09E-02  5.75E-03  2.47E-02  4.96E-02  9.51E-02  1.82E-01  2.41E-01  3.14E-01  3.65E-01  4.40E-01  6.07E-01
  8.92E-02  1.02E-02  3.52E-02  6.93E-02  1.22E-01  2.34E-01  2.86E-01  3.88E-01  4.41E-01  5.02E-01  7.00E-01
  1.12E-01  1.85E-02  5.20E-02  9.49E-02  1.64E-01  2.84E-01  3.45E-01  4.50E-01  4.97E-01  6.00E-01  7.57E-01
  1.41E-01  3.23E-02  7.73E-02  1.29E-01  2.12E-01  3.52E-01  4.07E-01  5.16E-01  5.89E-01  7.05E-01  7.86E-01
  1.78E-01  5.84E-02  1.14E-01  1.78E-01  2.67E-01  4.13E-01  4.82E-01  5.95E-01  6.67E-01  7.66E-01  8.43E-01
  2.24E-01  1.04E-01  1.63E-01  2.37E-01  3.35E-01  4.84E-01  5.56E-01  6.58E-01  7.40E-01  8.15E-01  8.93E-01
  2.82E-01  1.73E-01  2.38E-01  3.19E-01  4.19E-01  5.62E-01  6.17E-01  7.44E-01  7.97E-01  8.55E-01  9.21E-01
  3.55E-01  2.75E-01  3.39E-01  4.25E-01  5.11E-01  6.52E-01  7.03E-01  8.13E-01  8.47E-01  9.17E-01  9.50E-01
  4.47E-01  4.12E-01  4.75E-01  5.42E-01  6.27E-01  7.35E-01  7.89E-01  8.72E-01  8.98E-01  9.54E-01  9.71E-01
  5.63E-01  5.83E-01  6.31E-01  6.95E-01  7.61E-01  8.27E-01  8.81E-01  9.33E-01  9.43E-01  9.72E-01  1.00E+00
  7.09E-01  7.86E-01  8.13E-01  8.55E-01  8.90E-01  9.24E-01  9.41E-01  9.79E-01  9.83E-01  9.91E-01  1.00E+00
  8.92E-01  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00  1.00E+00
